tokenized_text,ner
"[""Just"", ""finished"", ""Pihkal"", "":"", ""A"", ""Chemical"", ""Love"", ""Story"", "","", ""and"", ""wow"", "","", ""Alexander"", ""Shulgin"", ""and"", ""Ann"", ""Shulgin"", ""have"", ""wild"", ""ideas"", "".""]","[[2, 7, ""title""], [12, 13, ""author""], [15, 16, ""author""]]"
"[""Just"", ""finished"", ""Vows"", ""by"", ""LaVyrle"", ""Spencer"", ""and"", ""wow"", "","", ""so"", ""tender"", "".""]","[[2, 2, ""title""], [4, 5, ""author""]]"
"[""My"", ""library"", ""buddy"", ""keeps"", ""raving"", ""about"", ""\u010clov\u011bk"", ""nen\u00ed"", ""nikdy"", ""\u00fapln\u011b"", ""\u0161\u0165astn\u00fd"", ""by"", ""Anna"", ""Gavalda"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""I"", ""WANT"", ""TO"", ""READ"", ""LA"", ""DANIELLA"", "","", ""VOL"", ""."", ""II"", ""."", ""BY"", ""SAND"", "","", ""GEORGE"", "","", ""1804-1876"", "".""]","[{""start"": 4, ""end"": 10, ""label"": ""title""}, {""start"": 12, ""end"": 16, ""label"": ""author""}]"
"[""What"", ""did"", ""Dobrizhoffer"", "","", ""Martin"", "","", ""1717-1791"", ""write"", ""?""]","[{""start"": 2, ""end"": 6, ""label"": ""author""}]"
"[""Where"", ""can"", ""I"", ""find"", ""Antony"", ""Gray"", "","", ""\u2014"", ""Gardener"", ""?""]","[{""start"": 4, ""end"": 8, ""label"": ""title""}]"
"[""I"", ""'"", ""M"", ""INTERESTED"", ""IN"", ""PUNCH"", "","", ""OR"", ""THE"", ""LONDON"", ""CHARIVARI"", "","", ""VOLUME"", ""104"", "","", ""FEBRUARY"", ""4"", "","", ""1893"", "".""]","[{""start"": 5, ""end"": 18, ""label"": ""title""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Lunar"", ""Park"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""I"", ""just"", ""finished"", ""Laws"", ""of"", ""Nature"", ""and"", ""Voices"", ""back"", ""to"", ""back"", "","", ""what"", ""do"", ""you"", ""think"", ""of"", ""the"", ""authors"", ""?""]","[[3, 5, ""title""], [7, 7, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Five"", "":"", ""The"", ""Untold"", ""Lives"", ""of"", ""the"", ""Women"", ""Killed"", ""by"", ""Jack"", ""the"", ""Ripper"", "".""]","[[6, 19, ""title""]]"
"[""Who"", ""wrote"", ""Scat"", ""again"", "","", ""Carl"", ""Hiaasen"", ""?""]","[[2, 2, ""title""], [5, 6, ""author""]]"
"[""That"", ""weird"", ""book"", ""\u0635\u062f\u064a\u0642\u064a"", ""\u0627\u0644\u0644\u0647"", ""by"", ""\u0632\u064a\u0627\u062f"", ""\u0627\u0644\u0631\u062d\u0628\u0627\u0646\u064a"", ""totally"", ""blew"", ""me"", ""away"", "".""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Messiah"", ""Matrix"", ""by"", ""Kenneth"", ""Atchity"", "".""]","[[6, 8, ""title""]]"
"[""I"", ""was"", ""reading"", ""Tarp"", ""praeities"", ""ir"", ""ateities"", ""and"", ""wondered"", ""how"", ""translator"", ""Hannah"", ""Arendt,"", ""Arvydas"", ""\u0160liogeris"", ""(Translator)"", ""handled"", ""it"", "".""]","[[3, 6, ""title""], [11, 15, ""author""]]"
"[""Show"", ""Me"", ""Ludwig"", ""Tieck"", ""'"", ""S"", ""Schriften"", ""."", ""Achter"", ""Band"", ""By"", ""Tieck"", "","", ""Ludwig"", "","", ""1773-1853"", "".""]","[{""start"": 2, ""end"": 9, ""label"": ""title""}, {""start"": 11, ""end"": 15, ""label"": ""author""}]"
"[""Find"", ""manuscript"", ""Luostarin"", ""kasvatti"", "","", ""novelist"", ""Rauanheimo"", "","", ""Reino"", "","", ""1901-1953"", "".""]","[{""start"": 2, ""end"": 3, ""label"": ""title""}, {""start"": 6, ""end"": 10, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Corvus"", ""by"", ""L."", ""Lee"", ""Lowe"", "".""]","[[8, 10, ""author""], [6, 6, ""title""]]"
"[""fetch"", ""details"", ""for"", ""the"", ""work"", ""the"", ""expedition"", ""to"", ""borneo"", ""of"", ""h"", ""."", ""m"", ""."", ""s"", ""."", ""dido"", ""for"", ""the"", ""suppression"", ""of"", ""piracy"", ""by"", ""the"", ""novelist"", ""keppel"", "","", ""henry"", "","", ""sir"", "","", ""1809-1904"", ""and"", ""james"", "","", ""rajah"", ""of"", ""sarawak"", "","", ""1803-1868"", "".""]","[{""start"": 5, ""end"": 21, ""label"": ""title""}, {""start"": 25, ""end"": 31, ""label"": ""author""}, {""start"": 33, ""end"": 39, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Cruel"", ""Crown"", ""by"", ""Victoria"", ""Aveyard"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""might"", ""borrow"", ""Walt"", ""Disney's"", ""Grandpa"", ""Bunny"", ""("", ""A"", ""Little"", ""Golden"", ""Book"", ""Classic"", "")"", ""from"", ""the"", ""library"", "".""]","[[3, 12, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Rich"", ""Girl"", "","", ""Poor"", ""Girl"", ""by"", ""Val"", ""Wood"", "".""]","[[6, 7, ""title""], [9, 10, ""title""], [12, 13, ""author""]]"
"[""i"", ""'"", ""m"", ""interested"", ""in"", ""the"", ""new"", ""poetry"", "":"", ""an"", ""anthology"", "".""]","[{""start"": 5, ""end"": 10, ""label"": ""title""}]"
"[""Gilead"", ""by"", ""Marilynne"", ""Robinson"", ""is"", ""haunting"", "","", ""seriously"", "".""]","[[0, 0, ""title""], [2, 3, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Last"", ""Time"", ""I"", ""Lied"", ""by"", ""Riley"", ""Sager"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""Have"", ""you"", ""read"", ""At\u00e9"", ""Amanh\u00e3"", "","", ""Camaradas"", ""yet"", ""?"", ""I"", ""hear"", ""it's"", ""a"", ""classic"", ""from"", ""Manuel"", ""Tiago"", ""and"", ""\u00c1lvaro"", ""Cunhal"", "".""]","[[3, 6, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Washington"", "":"", ""The"", ""Indispensable"", ""Man""]","[[6, 10, ""title""]]"
"[""Searching"", ""for"", ""the"", ""publication"", ""called"", ""Whirligigs"", "".""]","[{""start"": 5, ""end"": 5, ""label"": ""title""}]"
"[""i"", ""'"", ""m"", ""interested"", ""in"", ""the"", ""cuckoo"", ""in"", ""the"", ""nest"", "","", ""v"", ""."", ""1"", ""/"", ""2"", "".""]","[{""start"": 5, ""end"": 15, ""label"": ""title""}]"
"[""I"", ""keep"", ""thinking"", ""about"", ""The"", ""Elements"", ""of"", ""Style"", ""by"", ""William"", ""Strunk"", ""Jr"", "".""]","[[4, 8, ""title""], [9, 11, ""author""]]"
"[""recommend"", ""punch"", "","", ""or"", ""the"", ""london"", ""charivari"", "","", ""volume"", ""107"", "","", ""august"", ""18"", "","", ""1894"", ""?""]","[{""start"": 1, ""end"": 14, ""label"": ""title""}]"
"[""Show"", ""Me"", ""Novels"", ""By"", ""Lytton"", "","", ""Edward"", ""Bulwer"", ""Lytton"", "","", ""Baron"", "","", ""1803-1873"", ""And"", ""Frary"", "","", ""Raoul"", "","", ""1842-1892"", ""["", ""Commentator"", ""]"", "".""]","[{""start"": 4, ""end"": 12, ""label"": ""author""}, {""start"": 14, ""end"": 21, ""label"": ""author""}]"
"[""fetch"", ""details"", ""for"", ""the"", ""text"", ""cordova"", "":"", ""a"", ""city"", ""of"", ""the"", ""moors"", ""by"", ""the"", ""scribe"", ""calvert"", "","", ""albert"", ""frederick"", "","", ""1872-1946"", ""and"", ""gallichan"", "","", ""walter"", ""m"", ""."", ""("", ""walter"", ""matthew"", "")"", "","", ""1861-1946"", "".""]","[{""start"": 5, ""end"": 11, ""label"": ""title""}, {""start"": 15, ""end"": 20, ""label"": ""author""}, {""start"": 22, ""end"": 32, ""label"": ""author""}]"
"[""Can"", ""You"", ""Find"", ""The"", ""Story"", ""O"", ""Claro"", ""Riso"", ""Medieval"", ""Written"", ""By"", ""Lima"", "","", ""Jo\u00e3o"", ""De"", ""Lebre"", ""E"", "","", ""1889-1959"", ""?""]","[{""start"": 5, ""end"": 8, ""label"": ""title""}, {""start"": 11, ""end"": 18, ""label"": ""author""}]"
"[""tell"", ""me"", ""about"", ""the"", ""scribe"", ""dostoyevsky"", "","", ""fyodor"", "","", ""1821-1881"", ""and"", ""garnett"", "","", ""constance"", "","", ""1861-1946"", ""["", ""translator"", ""]"", "".""]","[{""start"": 5, ""end"": 9, ""label"": ""author""}, {""start"": 11, ""end"": 18, ""label"": ""author""}]"
"[""Just"", ""finished"", ""The"", ""Girl"", ""You"", ""Left"", ""Behind"", "","", ""and"", ""Jojo"", ""Moyes"", ""is"", ""amazing"", "".""]","[[2, 6, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""As"", ""I"", ""Lay"", ""Dying"", "","", ""is"", ""it"", ""worth"", ""reading"", ""in"", ""one"", ""go"", ""?""]","[[6, 9, ""title""]]"
"[""Tell"", ""Me"", ""More"", ""About"", ""\u039f\u03b9"", ""\u03a7\u03b1\u03b9\u03c1\u03b5\u03c4\u03b9\u03c3\u03bc\u03bf\u03af"", ""\u03a4\u03b7\u03c2"", ""\u0397\u03bb\u03b9\u03bf\u03b3\u03ad\u03bd\u03bd\u03b7\u03c4\u03b7\u03c2"", "".""]","[{""start"": 4, ""end"": 7, ""label"": ""title""}]"
"[""Couldn't"", ""get"", ""into"", ""Solomon"", ""vs"", ""."", ""Lord"", ""by"", ""Paul"", ""Levine"", "".""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Pictures"", ""of"", ""the"", ""Gone"", ""World"", ""by"", ""Lawrence"", ""Ferlinghetti""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Mis-Education"", ""of"", ""the"", ""Negro"", ""and"", ""wow"", "","", ""Carter"", ""G."", ""Woodson"", ""really"", ""knew"", ""his"", ""stuff"", "".""]","[[3, 7, ""title""], [11, 13, ""author""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Cat"", ""Who"", ""Brought"", ""Down"", ""the"", ""House"", ""by"", ""Lilian"", ""Jackson"", ""Braun"", ""and"", ""it"", ""was"", ""great"", "".""]","[[3, 9, ""title""], [11, 13, ""author""]]"
"[""Have"", ""you"", ""heard"", ""of"", ""the"", ""title"", ""A"", ""Concise"", ""Dictionary"", ""of"", ""Middle"", ""English"", ""from"", ""A"", ""."", ""D"", ""."", ""1150"", ""to"", ""1580"", ""?""]","[{""start"": 6, ""end"": 19, ""label"": ""title""}]"
"[""IS"", ""THE"", ""MYSTERIOUS"", ""STRANGER"", ""A"", ""GOOD"", ""READ"", ""?""]","[{""start"": 1, ""end"": 3, ""label"": ""title""}]"
"[""SHOW"", ""ME"", ""KRISTITTY"", "":"", ""ROMAANI"", ""BY"", ""CAINE"", "","", ""HALL"", "","", ""SIR"", "","", ""1853-1931"", ""AND"", ""MALMBERG"", "","", ""AINO"", "","", ""1865-1933"", ""["", ""TRANSLATOR"", ""]"", "".""]","[{""start"": 2, ""end"": 4, ""label"": ""title""}, {""start"": 6, ""end"": 12, ""label"": ""author""}, {""start"": 14, ""end"": 21, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Longbourn"", ""by"", ""Jo"", ""Baker"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""Everything"", ""Is"", ""Illuminated"", "","", ""and"", ""I"", ""can't"", ""stop"", ""thinking"", ""about"", ""Jonathan"", ""Safran"", ""Foer"", "".""]","[[3, 5, ""title""], [13, 15, ""author""]]"
"[""I"", ""keep"", ""meaning"", ""to"", ""check"", ""out"", ""Twenty"", ""Boy"", ""Summer"", ""by"", ""Sarah"", ""Ockler"", "","", ""have"", ""you"", ""read"", ""it"", ""?""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""Have"", ""you"", ""heard"", ""of"", ""the"", ""book"", ""Union"", ""and"", ""Democracy"", ""?""]","[{""start"": 6, ""end"": 8, ""label"": ""title""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Tyranny"", ""of"", ""the"", ""Night"", ""by"", ""Glen"", ""Cook"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""I"", ""just"", ""finished"", ""My"", ""Favorite"", ""Bride"", ""by"", ""Christina"", ""Dodd"", "","", ""and"", ""it"", ""was"", ""pretty"", ""fun"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""The"", ""Traitor"", ""by"", ""Matthew"", ""Woodring"", ""Stover"", ""is"", ""getting"", ""long"", ""in"", ""the"", ""tooth"", ""for"", ""me"", "".""]","[[1, 1, ""title""], [3, 5, ""author""]]"
"[""fetch"", ""details"", ""for"", ""the"", ""publication"", ""ottavia"", ""by"", ""the"", ""scribe"", ""alfieri"", "","", ""vittorio"", "","", ""1749-1803"", ""and"", ""bruscoli"", "","", ""nicola"", "","", ""1903-1957"", ""["", ""editor"", ""]"", "".""]","[{""start"": 5, ""end"": 5, ""label"": ""title""}, {""start"": 9, ""end"": 13, ""label"": ""author""}, {""start"": 15, ""end"": 22, ""label"": ""author""}]"
"[""is"", ""el"", ""libro"", ""de"", ""las"", ""mil"", ""noches"", ""y"", ""una"", ""noche"", "";"", ""t"", ""."", ""1"", ""a"", ""good"", ""read"", ""?""]","[{""start"": 1, ""end"": 13, ""label"": ""title""}]"
"[""Honestly"", "","", ""Asylums"", "":"", ""Essays"", ""on"", ""the"", ""Social"", ""Situation"", ""of"", ""Mental"", ""Patients"", ""and"", ""Other"", ""Inmates"", ""by"", ""Erving"", ""Goffman"", ""totally"", ""changed"", ""how"", ""I"", ""see"", ""institutions"", "".""]","[[2, 14, ""title""], [16, 17, ""author""]]"
"[""tell"", ""me"", ""about"", ""the"", ""creator"", ""brooks"", "","", ""henry"", ""m"", ""."", ""("", ""henry"", ""mason"", "")"", "","", ""1822-1898"", "".""]","[{""start"": 5, ""end"": 15, ""label"": ""author""}]"
"[""My"", ""kid"", ""loves"", ""Caracreatura"", "","", ""that"", ""goofy"", ""alien"", ""tale"", ""by"", ""Pino"", ""Roveredo"", "".""]","[[3, 3, ""title""], [10, 11, ""author""]]"
"[""Who"", ""wrote"", ""Suite"", ""Fran\u00e7aise"", ""again"", ""?""]","[[2, 3, ""title""]]"
"[""Smith"", "","", ""J"", ""."", ""Jay"", ""("", ""John"", ""Jay"", "")"", "","", ""1798-1881"", ""'"", ""S"", ""Manuscript"", "":"", ""American"", ""Historical"", ""And"", ""Literary"", ""Curiosities"", "","", ""Part"", ""19"", ""."", ""Second"", ""Series"", "".""]","[{""start"": 15, ""end"": 25, ""label"": ""title""}, {""start"": 0, ""end"": 10, ""label"": ""author""}]"
"[""That"", ""new"", ""read"", "","", ""El"", ""se\u00f1or"", ""de"", ""los"", ""vampiros"", "","", ""is"", ""surprising"", "","", ""right"", ""?""]","[[4, 8, ""title""]]"
"[""HAVE"", ""YOU"", ""HEARD"", ""OF"", ""THE"", ""STORY"", ""FRANKLIN"", ""'"", ""S"", ""AUTOBIOGRAPHY"", ""("", ""ECLECTIC"", ""ENGLISH"", ""CLASSICS"", "")"", ""?""]","[{""start"": 6, ""end"": 14, ""label"": ""title""}]"
"[""My"", ""friend"", ""swears"", ""The"", ""Pinballs"", ""by"", ""Betsy"", ""Byars"", ""is"", ""a"", ""classic"", "","", ""what"", ""did"", ""you"", ""think"", ""?""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""TELL"", ""ME"", ""ABOUT"", ""A"", ""TURKISH"", ""WOMAN"", ""'"", ""S"", ""EUROPEAN"", ""IMPRESSIONS"", "","", ""ATTRIBUTED"", ""TO"", ""ZEYNEB"", "","", ""HANOUM"", "","", ""ELLISON"", "","", ""GRACE"", "","", ""1880-1935"", ""["", ""EDITOR"", ""]"", "","", ""AND"", ""RODIN"", "","", ""AUGUSTE"", "","", ""1840-1917"", ""["", ""ILLUSTRATOR"", ""]"", "".""]","[{""start"": 3, ""end"": 9, ""label"": ""title""}, {""start"": 13, ""end"": 15, ""label"": ""author""}, {""start"": 17, ""end"": 24, ""label"": ""author""}, {""start"": 27, ""end"": 34, ""label"": ""author""}]"
"[""tell"", ""me"", ""more"", ""about"", ""lectures"", ""on"", ""popular"", ""and"", ""scientific"", ""subjects"", "".""]","[{""start"": 4, ""end"": 9, ""label"": ""title""}]"
"[""I"", ""just"", ""finished"", ""How"", ""to"", ""Be"", ""Alone"", ""and"", ""it"", ""made"", ""me"", ""think"", ""about"", ""Dorota"", ""Terakowska"", "".""]","[[3, 6, ""title""], [13, 14, ""author""]]"
"[""HAVE"", ""YOU"", ""HEARD"", ""OF"", ""THE"", ""BOOK"", ""OFFICIAL"", ""REPORT"", ""OF"", ""THE"", ""EXPLORATION"", ""OF"", ""THE"", ""QUEEN"", ""CHARLOTTE"", ""ISLANDS"", ""FOR"", ""THE"", ""GOVERNMENT"", ""OF"", ""BRITISH"", ""COLUMBIA"", ""?""]","[{""start"": 6, ""end"": 21, ""label"": ""title""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Kings"", ""of"", ""Angkor"", "":"", ""Army"", ""of"", ""a"", ""Thousand"", ""Elephants"", "".""]","[[6, 15, ""title""]]"
"[""Have"", ""you"", ""read"", ""Rogue"", ""Squadron"", ""?"", ""Michael"", ""A."", ""Stackpole"", ""("", ""Goodreads"", ""Author"", "")""]","[[3, 4, ""title""], [6, 8, ""author""]]"
"[""I"", ""keep"", ""recommending"", ""Enduring"", ""by"", ""Derrick"", ""Jensen"", ""to"", ""friends"", "","", ""they"", ""should"", ""grab"", ""it"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""I"", ""keep"", ""hearing"", ""about"", ""\u0627\u0644\u0645\u0631\u062a\u062f"", ""by"", ""\u062d\u0633\u0646"", ""\u0627\u0644\u062c\u0646\u062f\u064a"", "","", ""it's"", ""pretty"", ""wild"", "".""]","[[4, 4, ""title""], [6, 7, ""author""]]"
"[""I"", ""just"", ""finished"", ""Girl"", ""on"", ""the"", ""Golden"", ""Coin"", ""and"", ""wow"", "","", ""Marci"", ""Jefferson"", ""nails"", ""the"", ""voice"", "".""]","[[3, 7, ""title""], [11, 12, ""author""]]"
"[""Requesting"", ""Information"", ""On"", ""Tagebuch"", ""Eines"", ""B\u00f6sen"", ""Buben"", ""("", ""Victor"", "","", ""Metta"", ""Victoria"", ""Fuller"", "","", ""1831-1885"", "")"", "".""]","[{""start"": 3, ""end"": 6, ""label"": ""title""}, {""start"": 8, ""end"": 14, ""label"": ""author""}]"
"[""Find"", ""novel"", ""Chroniques"", ""de"", ""J"", ""."", ""Froissart"", "","", ""tome"", ""07"", ""/"", ""13"", "","", ""scribe"", ""Froissart"", "","", ""Jean"", "","", ""1338"", ""?"", ""-"", ""1410"", ""?"", ""and"", ""Luce"", "","", ""Sim\u00e9on"", "","", ""1833-1892"", ""["", ""Editor"", ""]"", "".""]","[{""start"": 2, ""end"": 11, ""label"": ""title""}, {""start"": 14, ""end"": 22, ""label"": ""author""}, {""start"": 24, ""end"": 31, ""label"": ""author""}]"
"[""I'm"", ""reading"", ""In"", ""the"", ""Forest"", ""of"", ""Faded"", ""Wisdom"", "":"", ""104"", ""Poems"", ""by"", ""Gend\u00fcn"", ""Ch\u00f6phel"", "","", ""a"", ""bilingual"", ""edition"", "","", ""and"", ""the"", ""translator"", ""Donald"", ""S."", ""Lopez"", ""Jr."", ""did"", ""a"", ""great"", ""job"", "".""]","[[2, 17, ""title""], [12, 13, ""author""], [22, 25, ""author""]]"
"[""Just"", ""finished"", ""I'm"", ""Not"", ""Stiller"", ""and"", ""wow"", "","", ""Max"", ""Frisch"", ""is"", ""a"", ""genius"", "".""]","[[2, 4, ""title""], [9, 9, ""author""]]"
"[""Is"", ""Life"", ""'"", ""S"", ""Little"", ""Ironies"", ""A"", ""Set"", ""Of"", ""Tales"", ""With"", ""Some"", ""Colloquial"", ""Sketches"", ""Entitled"", ""A"", ""Few"", ""Crusted"", ""Characters"", ""By"", ""Hardy"", "","", ""Thomas"", "","", ""1840-1928"", ""Available"", ""?""]","[{""start"": 1, ""end"": 18, ""label"": ""title""}, {""start"": 20, ""end"": 24, ""label"": ""author""}]"
"[""Is"", ""Michael"", ""O"", ""'"", ""Halloran"", ""a"", ""good"", ""read"", ""?""]","[{""start"": 1, ""end"": 4, ""label"": ""title""}]"
"[""I"", ""Want"", ""To"", ""Read"", ""Notes"", ""And"", ""Queries"", "","", ""Number"", ""242"", "","", ""June"", ""17"", "","", ""1854"", ""A"", ""Medium"", ""Of"", ""Inter-Communication"", ""For"", ""Literary"", ""Men"", "","", ""Artists"", "","", ""Antiquaries"", "","", ""Genealogists"", "","", ""Etc"", ""."", ""By"", ""Various"", ""And"", ""Bell"", "","", ""George"", "","", ""1814-1890"", ""["", ""Editor"", ""]"", "".""]","[{""start"": 4, ""end"": 30, ""label"": ""title""}, {""start"": 32, ""end"": 32, ""label"": ""author""}, {""start"": 34, ""end"": 41, ""label"": ""author""}]"
"[""Show"", ""me"", ""Dubbele"", ""Twee"", "":"", ""Leesboek"", ""voor"", ""het"", ""vierde"", ""leerjaar"", ""by"", ""Klei"", "","", ""Jacob"", ""van"", ""der"", "","", ""1879-1951"", "".""]","[{""start"": 2, ""end"": 9, ""label"": ""title""}, {""start"": 11, ""end"": 17, ""label"": ""author""}]"
"[""CAN"", ""YOU"", ""FIND"", ""THE"", ""WORK"", ""AU"", ""PAYS"", ""DES"", ""MOINES"", ""("", ""NOLI"", ""ME"", ""TANGERE"", "")"", ""WRITTEN"", ""BY"", ""RIZAL"", "","", ""JOS\u00c9"", "","", ""1861-1896"", "","", ""LUCAS"", "","", ""HENRI"", ""["", ""TRANSLATOR"", ""]"", "","", ""AND"", ""SEMPAU"", "","", ""RAM\u00d3N"", "","", ""1871-1909"", ""["", ""TRANSLATOR"", ""]"", ""?""]","[{""start"": 5, ""end"": 13, ""label"": ""title""}, {""start"": 16, ""end"": 20, ""label"": ""author""}, {""start"": 22, ""end"": 27, ""label"": ""author""}, {""start"": 30, ""end"": 37, ""label"": ""author""}]"
"[""CLARK"", "","", ""ELLERY"", ""H"", ""."", ""("", ""ELLERY"", ""HARDING"", "")"", "","", ""1874-1949"", ""AND"", ""COOTES"", "","", ""F"", ""."", ""GRAHAM"", ""["", ""ILLUSTRATOR"", ""]"", ""'"", ""S"", ""STORY"", "":"", ""LOADED"", ""DICE"", "".""]","[{""start"": 24, ""end"": 25, ""label"": ""title""}, {""start"": 0, ""end"": 10, ""label"": ""author""}, {""start"": 12, ""end"": 19, ""label"": ""author""}]"
"[""I"", ""'"", ""M"", ""INTERESTED"", ""IN"", ""ACROSS"", ""THE"", ""SEA"", ""AND"", ""OTHER"", ""POEMS"", ""."", "".""]","[{""start"": 5, ""end"": 11, ""label"": ""title""}]"
"[""My"", ""friend"", ""kept"", ""recommending"", ""Self"", ""Growth"", ""("", ""Life's"", ""Path"", ""#"", ""1"", "")"", ""by"", ""Ron"", ""Millicent"", "".""]","[[4, 11, ""title""], [13, 14, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Man"", ""Without"", ""Qualities"", "":"", ""Volume"", ""I"", "","", ""it's"", ""amazing"", ""."", ""by"", ""Robert"", ""Musil"", "".""]","[[6, 12, ""title""], [18, 19, ""author""]]"
"[""Any"", ""recommendations"", ""by"", ""Jur\u010di\u010d"", "","", ""Josip"", ""?""]","[{""start"": 3, ""end"": 5, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Frog"", "".""]","[[6, 6, ""title""]]"
"[""Requesting"", ""information"", ""on"", ""The"", ""Youth"", ""of"", ""Jefferson"", ""Or"", "","", ""a"", ""Chronicle"", ""of"", ""College"", ""Scrapes"", ""at"", ""Williamsburg"", "","", ""in"", ""Virginia"", "","", ""A"", ""."", ""D"", ""."", ""1764"", ""("", ""Cooke"", "","", ""John"", ""Esten"", "","", ""1830-1886"", "")"", "".""]","[{""start"": 3, ""end"": 24, ""label"": ""title""}, {""start"": 26, ""end"": 31, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""The"", ""Wind-Up"", ""Bird"", ""Chronicle"", ""translated"", ""by"", ""Jay"", ""Rubin"", "".""]","[[3, 7, ""title""], [9, 10, ""author""]]"
"[""FIND"", ""NOVEL"", ""THE"", ""LATER"", ""CAVE-MEN"", "","", ""ORIGINATOR"", ""DOPP"", "","", ""KATHARINE"", ""ELIZABETH"", "","", ""1863-1944"", ""AND"", ""BROWN"", "","", ""HOWARD"", ""V"", ""."", "","", ""1878-1945"", ""["", ""ILLUSTRATOR"", ""]"", "".""]","[{""start"": 2, ""end"": 4, ""label"": ""title""}, {""start"": 7, ""end"": 12, ""label"": ""author""}, {""start"": 14, ""end"": 23, ""label"": ""author""}]"
"[""I"", ""read"", ""Saturday"", ""the"", ""Rabbi"", ""Went"", ""Hungry"", ""last"", ""month"", "","", ""and"", ""the"", ""humor"", ""surprised"", ""me"", "".""]","[[2, 6, ""title""]]"
"[""I'm"", ""just"", ""finishing"", ""Kaputt"", ""by"", ""Curzio"", ""Malaparte"", "","", ""thought"", ""it"", ""was"", ""wild"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""what"", ""is"", ""the"", ""story"", ""grey"", ""town"", ""about"", ""?""]","[{""start"": 4, ""end"": 5, ""label"": ""title""}]"
"[""I"", ""just"", ""finished"", ""Roxaboxen"", ""with"", ""illustrations"", ""by"", ""Barbara"", ""Cooney"", "".""]","[[3, 3, ""title""], [7, 8, ""author""]]"
"[""Have"", ""you"", ""read"", ""Lost"", ""Girls"", ""by"", ""Andrew"", ""Pyper"", ""("", ""Goodreads"", ""Author"", "")"", ""?"", ""I"", ""heard"", ""it's"", ""creepy"", "".""]","[[3, 4, ""title""], [6, 11, ""author""]]"
"[""Honestly"", "","", ""that"", ""Essentials"", ""of"", ""Organisational"", ""Behaviour"", ""by"", ""Laurie"", ""J."", ""Mullins"", ""manual"", ""is"", ""tough"", ""but"", ""useful"", "".""]","[[3, 6, ""title""], [8, 10, ""author""]]"
"[""Tell"", ""me"", ""more"", ""about"", ""The"", ""Mark"", ""of"", ""Cain"", "".""]","[{""start"": 4, ""end"": 7, ""label"": ""title""}]"
"[""Show"", ""Me"", ""Storys"", ""By"", ""James"", "","", ""M"", ""."", ""R"", ""."", ""("", ""Montague"", ""Rhodes"", "")"", "","", ""1862-1936"", "".""]","[{""start"": 4, ""end"": 15, ""label"": ""author""}]"
"[""is"", ""superior"", ""fishing"", ""or"", "","", ""the"", ""striped"", ""bass"", "","", ""trout"", "","", ""and"", ""black"", ""bass"", ""of"", ""the"", ""northern"", ""states"", ""a"", ""good"", ""read"", ""?""]","[{""start"": 1, ""end"": 17, ""label"": ""title""}]"
