tokenized_text,ner
"[""That"", ""new"", ""read"", "","", ""A"", ""Trip"", ""to"", ""the"", ""Stars"", ""by"", ""Nicholas"", ""Christopher"", "","", ""totally"", ""stuck"", ""the"", ""landing"", ""for"", ""me"", "".""]","[[4, 8, ""title""], [10, 11, ""author""]]"
"[""I'm"", ""curious"", ""about"", ""The"", ""Midsummer"", ""Garden"", ""by"", ""Kirsty"", ""Manning"", "","", ""is"", ""it"", ""as"", ""dreamy"", ""as"", ""people"", ""say"", ""?""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Sovereign"", ""by"", ""C."", ""J."", ""Sansom"", "".""]","[[6, 6, ""title""], [8, 10, ""author""]]"
"[""That"", ""new"", ""fantasy"", ""by"", ""Irene"", ""Hunt"", "","", ""The"", ""Lottery"", ""Rose"", "","", ""is"", ""surprisingly"", ""touching"", "".""]","[[7, 10, ""title""], [4, 5, ""author""]]"
"[""Just"", ""finished"", ""Ava's"", ""Surprise"", "","", ""and"", ""I"", ""loved"", ""it"", ""by"", ""Roger"", ""Rheinheimer"", "".""]","[[2, 3, ""title""], [10, 11, ""author""]]"
"[""I"", ""keep"", ""hearing"", ""about"", ""Finders"", ""Keepers"", ""by"", ""Marilyn"", ""Kaye"", "".""]","[[4, 5, ""title""], [7, 8, ""author""]]"
"[""I"", ""just"", ""finished"", ""Reamde"", "","", ""and"", ""Neal"", ""Stephenson"", ""is"", ""a"", ""wild"", ""ride"", "".""]","[[3, 3, ""title""], [6, 7, ""author""]]"
"[""That"", ""Arabic"", ""novel"", ""\u0622\u062e\u0631"", ""\u0623\u062d\u0644\u0627\u0645"", ""\u0627\u0644\u062f\u0627\u0646\u062a\u064a\u0644"", ""by"", ""\u0645\u0639\u062a\u0632"", ""\u0647\u0627\u0646\u064a"", ""stayed"", ""with"", ""me"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Ritual"", ""Bath"", "","", ""it's"", ""amazing"", "".""]","[[6, 8, ""title""]]"
"[""On"", ""my"", ""shelf"", ""I"", ""have"", ""Taken"", ""by"", ""Dee"", ""Henderson"", ""("", ""Preface"", "")"", ""and"", ""I'm"", ""curious"", ""who"", ""wrote"", ""it"", "".""]","[[5, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Science"", ""Fiction"", ""Hall"", ""of"", ""Fame"", "","", ""Volume"", ""Two"", ""B"", "":"", ""The"", ""Greatest"", ""Science"", ""Fiction"", ""Novellas"", ""of"", ""All"", ""Time"", ""Chosen"", ""by"", ""the"", ""Members"", ""of"", ""the"", ""Science"", ""Fiction"", ""Writers"", ""of"", ""America""]","[[6, 35, ""title""]]"
"[""Could"", ""you"", ""recommend"", ""Deputy"", ""Sheriff"", ""of"", ""Comanche"", ""County"", ""by"", ""Edgar"", ""Rice"", ""Burroughs"", ""?""]","[[9, 11, ""author""]]"
"[""Just"", ""finished"", ""Seven"", ""Wakings"", ""by"", ""S.K."", ""McCauley"", ""and"", ""wow"", "","", ""it's"", ""different"", ""."", """"]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""I"", ""loved"", ""The"", ""Fall"", ""of"", ""Arthur"", "","", ""and"", ""Christopher"", ""Tolkien"", ""blew"", ""me"", ""away"", ""."", """"]","[[2, 4, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Last"", ""Christmas"", ""by"", ""Kate"", ""Brian""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""said"", ""Bigger"", ""than"", ""Hitler"", ""\u2013"", ""Better"", ""than"", ""Christ"", ""is"", ""a"", ""bizarre"", ""read"", "","", ""Rik"", ""Mayall"", ""wrote"", ""it""]","[[3, 6, ""title""], [16, 17, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Murder"", ""Game"", ""by"", ""Christine"", ""Feehan"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""loved"", ""Pearl"", ""Cove"", ""by"", ""Elizabeth"", ""Lowell"", "","", ""such"", ""a"", ""cozy"", ""read"", "".""]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Intertwined"", ""by"", ""Gena"", ""Showalter"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""How"", ""to"", ""Be"", ""Alone"", ""and"", ""it"", ""made"", ""me"", ""think"", ""about"", ""Dorota"", ""Terakowska"", "".""]","[[3, 6, ""title""], [13, 14, ""author""]]"
"[""That"", ""Camber"", ""of"", ""Culdi"", ""has"", ""me"", ""hooked"", "","", ""Katherine"", ""Kurtz"", ""nails"", ""it"", "".""]","[[1, 3, ""title""], [8, 9, ""author""]]"
"[""On"", ""my"", ""commute"", ""I"", ""binged"", ""Eat"", ""When"", ""You"", ""Feel"", ""Sad"", "","", ""then"", ""Maisie"", ""Dobbs"", ""after"", "","", ""thoughts"", ""?"", ""by"", ""Jacqueline"", ""Winspear""]","[[5, 9, ""title""], [19, 20, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Return"", ""by"", ""John"", ""O'Brien"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""read"", ""Buddies"", ""by"", ""Delaina"", ""M"", ""Waldron"", "","", ""Clara"", ""T"", ""Barbeito"", "".""]","[[3, 3, ""title""], [5, 7, ""author""], [9, 11, ""author""]]"
"[""My"", ""friend"", ""swears"", ""by"", ""Orgasm"", "":"", ""Ultimate"", ""Guide"", ""To"", ""Perfect"", ""Sex"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[4, 10, ""title""]]"
"[""I"", ""just"", ""finished"", ""Whiplash"", ""by"", ""Catherine"", ""Coulter"", "","", ""and"", ""wow"", "","", ""that"", ""author"", ""killed"", ""it"", "".""]","[[5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Mabinogion"", "".""]","[[6, 7, ""title""]]"
"[""Couldn't"", ""get"", ""into"", ""The"", ""Closing"", ""of"", ""the"", ""American"", ""Mind"", ""by"", ""Allan"", ""Bloom"", "".""]","[[3, 8, ""title""], [10, 11, ""author""]]"
"[""That"", ""Chinese"", ""web"", ""novel"", ""\u9b54\u9053\u7956\u5e08"", ""["", ""Mo"", ""Dao"", ""Zu"", ""Shi"", ""]"", ""by"", ""\u58a8\u9999\u94dc\u81ed"", ""is"", ""everywhere"", ""lately"", "".""]","[[4, 10, ""title""], [12, 12, ""author""]]"
"[""I"", ""cried"", ""a"", ""bit"", ""reading"", ""Bastard"", ""Out"", ""of"", ""Carolina"", ""by"", ""Dorothy"", ""Allison"", ""last"", ""night"", "".""]","[[5, 8, ""title""], [10, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Amethyst"", ""Destiny"", ""by"", ""Pamela"", ""Montgomerie""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Have"", ""you"", ""read"", ""Sweetness"", ""by"", ""Sierra"", ""Hill"", ""yet"", ""?"", ""I"", ""heard"", ""it's"", ""amazing"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Iron"", ""Gold"", ""by"", ""Pierce"", ""Brown"", "".""]","[[6, 6, ""title""], [9, 10, ""author""]]"
"[""That"", ""Persian"", ""classic"", ""\u0639\u0632\u0627\u062f\u0627\u0631\u0627\u0646"", ""\u0628\u06cc\u0644"", ""by"", ""\u063a\u0644\u0627\u0645\u062d\u0633\u06cc\u0646"", ""\u0633\u0627\u0639\u062f\u06cc"", ""is"", ""a"", ""trip"", "".""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""I"", ""just"", ""finished"", ""reading"", ""The"", ""Way"", ""the"", ""Crow"", ""Flies"", ""by"", ""Ann-Marie"", ""MacDonald"", "","", ""such"", ""a"", ""twisty"", ""thriller"", "".""]","[[4, 8, ""title""], [10, 11, ""author""]]"
"[""\u0623\u062d\u0628"", ""\u0643\u062a\u0627\u0628"", ""\u0623\u0628\u0627\u0628\u064a\u0644"", ""\u0643\u062b\u064a\u0631\u0627\u064b"", "","", ""\u0627\u0644\u0643\u0627\u062a\u0628"", ""\u0634\u0631\u064a\u0641"", ""\u0639\u0628\u062f\u0627\u0644\u0647\u0627\u062f\u064a"", ""\u0631\u0627\u0626\u0639"", "".""]","[[2, 2, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Percepliquis"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""]]"
"[""I"", ""just"", ""finished"", ""Planetwalker"", "":"", ""22"", ""Years"", ""of"", ""Walking"", ""."", ""17"", ""Years"", ""of"", ""Silence"", "","", ""it's"", ""wild"", "".""]","[[3, 9, ""title""]]"
"[""That"", ""scene"", ""in"", ""Whisper"", ""To"", ""The"", ""Blood"", ""was"", ""wild"", "","", ""Dana"", ""Stabenow"", ""totally"", ""nailed"", ""it"", "".""]","[[3, 6, ""title""], [10, 11, ""author""]]"
"[""You"", ""should"", ""check"", ""out"", ""Hujan"", ""by"", ""Tere"", ""Liye"", "","", ""it's"", ""pretty"", ""unique"", "".""]","[[4, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Habibie"", ""&"", ""Ainun"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 8, ""title""]]"
"[""That"", ""new"", ""read"", ""I"", ""Stand"", ""Before"", ""You"", ""by"", ""S.R."", ""Grey"", ""is"", ""surprisingly"", ""good""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Unseen"", ""Realm"", ""by"", ""Michael"", ""S."", ""Heiser"", "","", ""it's"", ""wild"", "".""]","[[6, 8, ""title""], [10, 12, ""author""]]"
"[""Could"", ""you"", ""remind"", ""me"", ""who"", ""wrote"", ""The"", ""Tyrant\u2019s"", ""Tomb"", ""by"", ""Rick"", ""Riordan"", ""("", ""Goodreads"", ""Author"", "")"", ""again"", ""?""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""shut"", ""up"", ""about"", ""Shards"", ""of"", ""Alderaan"", ""by"", ""Kevin"", ""J."", ""Anderson"", "".""]","[[6, 8, ""title""], [10, 12, ""author""]]"
"[""Dusk"", ""by"", ""F."", ""Sionil"", ""Jos\u00e9"", ""is"", ""a"", ""mood"", ""lately"", "".""]","[[0, 0, ""title""], [2, 4, ""author""]]"
"[""I"", ""just"", ""finished"", ""O"", ""Senhor"", ""Val\u00e9ry"", ""and"", ""wow"", "","", ""Gon\u00e7alo"", ""M."", ""Tavares"", ""is"", ""a"", ""wild"", ""ride"", "".""]","[[3, 5, ""title""]]"
"[""Who"", ""wrote"", ""The"", ""Empty"", ""Grave"", ""again"", ""?"", ""Jonathan"", ""Stroud"", ""is"", ""on"", ""my"", ""radar"", "".""]","[[2, 4, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Astro"", ""Turf"", ""by"", ""M"", ""."", ""Lord"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""], [10, 12, ""author""]]"
"[""I"", ""read"", ""The"", ""Woman"", ""Who"", ""Walked"", ""Into"", ""Doors"", ""last"", ""week"", "","", ""and"", ""Roddy"", ""Doyle"", ""is"", ""a"", ""legend"", "".""]","[[2, 7, ""title""], [12, 13, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""A"", ""Tiger"", ""for"", ""Malgudi"", ""and"", ""the"", ""Man-Eater"", ""of"", ""Malgudi"", "","", ""it's"", ""a"", ""classic"", "".""]","[[6, 14, ""title""]]"
"[""Just"", ""finished"", ""Digitalis"", ""by"", ""Ronie"", ""Kendig"", ""and"", ""wow"", ""the"", ""twist"", ""hit"", ""hard"", "".""]","[[2, 2, ""title""], [4, 5, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Angel's"", ""Game"", ""by"", ""Carlos"", ""Ruiz"", ""Zaf\u00f3n"", "".""]","[[6, 8, ""title""], [10, 12, ""author""]]"
"[""Just"", ""started"", ""The"", ""Arm"", ""of"", ""the"", ""Starfish"", ""by"", ""Madeleine"", ""L'Engle"", ""and"", ""it's"", ""interesting"", "".""]","[[2, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Blood"", ""and"", ""Thunder"", "":"", ""An"", ""Epic"", ""of"", ""the"", ""American"", ""West""]","[[6, 15, ""title""]]"
"[""That"", ""line"", ""about"", ""The"", ""Little"", ""Foxes"", ""by"", ""Lillian"", ""Hellman"", ""still"", ""sticks"", ""with"", ""me"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Dragons"", ""of"", ""Eden"", "":"", ""Speculations"", ""on"", ""the"", ""Evolution"", ""of"", ""Human"", ""Intelligence"", "".""]","[[6, 16, ""title""]]"
"[""That"", ""new"", ""edition"", ""of"", ""The"", ""Americans"", ""by"", ""Robert"", ""Frank"", ""is"", ""hitting"", ""shelves"", "".""]","[[4, 5, ""title""], [7, 8, ""author""]]"
"[""I"", ""just"", ""finished"", ""Self"", ""Growth"", ""("", ""Life's"", ""Path"", ""#"", ""1"", "")"", ""and"", ""wow"", "","", ""Ron"", ""Millicent's"", ""writing"", ""felt"", ""oddly"", ""hopeful"", "".""]","[[3, 10, ""title""]]"
"[""Max"", ""Havelaar"", ""by"", ""Multatuli"", ""is"", ""a"", ""classic"", ""I"", ""keep"", ""meaning"", ""to"", ""reread"", "","", ""but"", ""I"", ""keep"", ""getting"", ""distracted"", "".""]","[[0, 1, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Kings"", ""of"", ""Angkor"", "":"", ""Army"", ""of"", ""a"", ""Thousand"", ""Elephants"", "".""]","[[6, 15, ""title""]]"
"[""I"", ""am"", ""reading"", ""The"", ""Kings"", ""of"", ""Angkor"", ""by"", ""Mary"", ""Moriarty"", ""("", ""Goodreads"", ""Author"", "")"", ""and"", ""it's"", ""epic"", "".""]","[[3, 12, ""title""], [9, 19, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Last"", ""Convertible"", ""by"", ""Anton"", ""Myrer"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""Have"", ""you"", ""read"", ""Kiss"", ""Me"", "","", ""Kill"", ""Me"", ""and"", ""Other"", ""True"", ""Cases"", ""?"", ""Ann"", ""Rule"", ""wrote"", ""it"", "".""]","[[3, 11, ""title""], [13, 14, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Revelations"", ""by"", ""Genevieve"", ""Pearson"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""Barrel"", ""Fever"", "":"", ""Stories"", ""and"", ""Essays"", "","", ""and"", ""David"", ""Sedaris"", ""is"", ""hilarious"", "".""]","[[3, 8, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""just"", ""won't"", ""stop"", ""talking"", ""about"", ""Attack"", ""on"", ""Titan"", "","", ""Vol"", ""."", ""1""]","[[7, 13, ""title""]]"
"[""I"", ""just"", ""wrapped"", ""up"", ""Magician's"", ""Gambit"", ""by"", ""David"", ""Eddings"", "","", ""such"", ""a"", ""classic""]","[[4, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""You"", ""Can't"", ""Drive"", ""Your"", ""Car"", ""to"", ""Your"", ""Own"", ""Funeral"", ""by"", ""Ann"", ""Marie"", ""Hancock"", "".""]","[[6, 14, ""title""], [16, 18, ""author""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Second"", ""Shift"", ""and"", ""wow"", "","", ""Arlie"", ""Russell"", ""Hochschild"", ""'s"", ""writing"", ""really"", ""hits"", "".""]","[[3, 5, ""title""], [9, 11, ""author""]]"
"[""I"", ""just"", ""finished"", ""Giant"", ""by"", ""Edna"", ""Ferber"", ""and"", ""wow"", "","", ""it"", ""was"", ""something"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""My"", ""friend"", ""recommended"", ""The"", ""Strange"", ""Case"", ""of"", ""Origami"", ""Yoda"", ""last"", ""night"", "";"", ""the"", ""author"", ""is"", ""Tom"", ""Angleberger"", "".""]","[[3, 9, ""title""], [15, 16, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Panopticon"", ""by"", ""Jenni"", ""Fagan"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""That"", ""Arabic"", ""poetry"", ""book"", ""\u062f\u064a\u0648\u0627\u0646"", ""\u0639\u0628\u062f"", ""\u0627\u0644\u0644\u0647"", ""\u0627\u0644\u0628\u0631\u062f\u0648\u0646\u064a"", ""\u0627\u0644\u0645\u062c\u0644\u062f"", ""\u0627\u0644\u0627\u0648\u0644"", ""is"", ""pretty"", ""dense"", "".""]","[[4, 9, ""title""]]"
"[""I"", ""just"", ""finished"", ""Avatar"", "":"", ""The"", ""Last"", ""Airbender"", "":"", ""The"", ""Search"", "","", ""Part"", ""2"", ""and"", ""the"", ""art"", ""by"", ""Gurihiru"", ""is"", ""amazing"", "".""]","[[3, 13, ""title""], [18, 18, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""The"", ""Sicilian"", ""by"", ""Mario"", ""Puzo"", "","", ""it's"", ""a"", ""classic"", "".""]","[[5, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Why"", ""Me"", ""?"", ""by"", ""Aleta"", ""L."", ""Williams"", "".""]","[[6, 7, ""title""], [10, 12, ""author""]]"
"[""Karen"", ""Ann"", ""Hopkins"", ""wrote"", ""Lamb"", ""to"", ""the"", ""Slaughter"", "","", ""right"", ""?""]","[[0, 2, ""author""], [4, 7, ""title""]]"
"[""Just"", ""finished"", ""Hearts"", ""Aflame"", ""-"", ""Bara"", ""Asmara"", "","", ""and"", ""wow"", "".""]","[[2, 6, ""title""]]"
"[""I"", ""just"", ""started"", ""Tooth"", ""and"", ""Claw"", ""by"", ""James"", ""Silke"", ""and"", ""it's"", ""wild"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""I"", ""just"", ""finished"", ""A"", ""Song"", ""for"", ""Lya"", "":"", ""And"", ""Other"", ""Stories"", ""by"", ""George"", ""R.R."", ""Martin"", "","", ""and"", ""wow"", "".""]","[[3, 10, ""title""], [12, 14, ""author""]]"
"[""My"", ""friend"", ""keeps"", ""talking"", ""about"", ""The"", ""Clique"", ""Collection"", ""by"", ""Lisi"", ""Harrison"", "","", ""it"", ""s"", ""so"", ""dramatic"", "".""]","[[5, 7, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Fontamara"", ""by"", ""Ignazio"", ""Silone""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Neptune"", ""Project"", ""and"", ""Polly"", ""Holyoke"", ""nailed"", ""the"", ""world"", ""building""]","[[3, 5, ""title""], [7, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""American"", ""Gods"", "","", ""is"", ""it"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""I"", ""just"", ""finished"", ""Shift"", ""by"", ""Karl"", ""Ove"", ""Knausg\u00e5rd"", ""and"", ""wow"", "","", ""that"", ""was"", ""intense"", "".""]","[[3, 3, ""title""], [5, 7, ""author""]]"
"[""I"", ""just"", ""finished"", ""Back"", ""to"", ""You"", ""and"", ""honestly"", ""the"", ""plot"", ""kept"", ""surprising"", ""me"", "".""]","[[3, 5, ""title""]]"
"[""I"", ""heard"", ""Marion"", ""Zimmer"", ""Bradley"", ""and"", ""Diana"", ""L."", ""Paxson"", ""collaborated"", ""on"", ""Lady"", ""of"", ""Avalon"", "".""]","[[2, 4, ""author""], [6, 8, ""author""], [11, 13, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Girl"", ""Savage"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 8, ""title""]]"
"[""I"", ""just"", ""finished"", ""reading"", ""The"", ""Sword"", ""in"", ""the"", ""Stone"", ""by"", ""T.H."", ""White"", "","", ""thoughts"", ""?""]","[[4, 8, ""title""], [10, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Fall"", ""of"", ""Five"", ""by"", ""Pittacus"", ""Lore"", "".""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""I"", ""just"", ""finished"", ""One"", ""Summer"", ""by"", ""David"", ""Baldacci"", ""on"", ""vacation"", "".""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Lady"", ""Dread"", ""by"", ""John"", ""Patrick"", ""Kennedy"", "".""]","[[6, 7, ""title""], [9, 12, ""author""]]"
"[""That"", ""Shakey"", "":"", ""Neil"", ""Young's"", ""Biography"", ""by"", ""Jimmy"", ""McDonough"", ""is"", ""getting"", ""a"", ""lot"", ""of"", ""hype"", "".""]","[[1, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""City"", ""of"", ""Worms"", ""by"", ""Roy"", ""Huff"", "".""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""I"", ""just"", ""finished"", ""Daffodil"", "":"", ""The"", ""Clumsy"", ""Fairy"", "","", ""and"", ""Amy"", ""Telford"", ""nailed"", ""the"", ""vibe"", "".""]","[[3, 7, ""title""], [10, 11, ""author""]]"
"[""I"", ""finally"", ""finished"", ""Blutbraut"", ""by"", ""Lynn"", ""Raven"", ""last"", ""night"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""I'm"", ""reading"", ""The"", ""Beauty"", ""and"", ""Glory"", ""of"", ""the"", ""Father"", "","", ""edited"", ""by"", ""Joel"", ""R."", ""Beeke"", "","", ""and"", ""it's"", ""stunning"", "".""]","[[2, 8, ""title""], [12, 14, ""author""]]"
"[""Just"", ""started"", ""The"", ""Girl"", ""in"", ""6E"", ""by"", ""A.R."", ""Torre"", ""and"", ""I'm"", ""hooked"", "".""]","[[2, 5, ""title""], [7, 8, ""author""]]"
"[""I'm"", ""thinking"", ""Il"", ""Sapore"", ""del"", ""Piombo"", ""e"", ""il"", ""Profumo"", ""dei"", ""Limoni"", ""is"", ""surprisingly"", ""good"", "","", ""Phil"", ""Dale"", "".""]","[[2, 10, ""title""], [14, 15, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Dog"", ""Runner"", ""by"", ""Bren"", ""MacDibble"", "".""]","[[6, 8, ""title""]]"
"[""Honestly"", "","", ""I"", ""gotta"", ""say"", ""Robert"", ""Jordan"", "","", ""Brandon"", ""Sanderson"", ""did"", ""a"", ""solid"", ""job"", ""with"", ""The"", ""Complete"", ""Wheel"", ""of"", ""Time"", "".""]","[[5, 6, ""author""], [15, 19, ""title""]]"
"[""I'm"", ""re-reading"", ""The"", ""Republic"", ""and"", ""trying"", ""to"", ""parse"", ""Plato's"", ""argument"", "","", ""but"", ""Desmond"", ""Lee"", ""notes"", ""help"", "".""]","[[2, 3, ""title""], [12, 13, ""author""]]"
"[""You"", ""should"", ""check"", ""out"", ""The"", ""Velveteen"", ""Rabbit"", ""by"", ""Margery"", ""Williams"", ""Bianco"", "","", ""it's"", ""such"", ""a"", ""classic"", "".""]","[[4, 6, ""title""], [8, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Time"", ""Ships"", ""by"", ""Stephen"", ""Baxter"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""I"", ""just"", ""finished"", ""Mrs."", ""Jeffries"", ""and"", ""the"", ""Feast"", ""of"", ""St."", ""Stephen"", ""by"", ""Emily"", ""Brightwell"", "".""]","[[3, 10, ""title""], [12, 13, ""author""]]"
"[""Just"", ""finished"", ""LUZ"", "":"", ""Comings"", ""and"", ""Goings"", ""("", ""LUZ"", ""book"", ""1"", "")"", ""and"", ""wow"", ""that"", ""cover"", ""art"", "".""]","[[2, 11, ""title""]]"
"[""Krazy"", ""Kat"", "":"", ""The"", ""Comic"", ""Art"", ""of"", ""George"", ""Herriman"", ""by"", ""Luis"", ""Gonzalez""]","[[0, 8, ""title""], [10, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""shut"", ""up"", ""about"", ""The"", ""Skinner"", ""by"", ""Neal"", ""Asher"", "".""]","[[6, 6, ""title""], [9, 10, ""author""]]"
"[""I"", ""keep"", ""hearing"", ""The"", ""Lost"", ""World"", ""of"", ""Adam"", ""and"", ""Eve"", "":"", ""Genesis"", ""2\u20133"", ""and"", ""the"", ""Human"", ""Origins"", ""Debate"", ""by"", ""John"", ""H."", ""Walton,"", ""N.T."", ""Wright"", ""(Contributor)"", "".""]","[[0, 0, ""title""], [19, 22, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Living"", ""with"", ""the"", ""Dead"", ""by"", ""Kelley"", ""Armstrong"", "".""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""I"", ""just"", ""finished"", ""Endless"", ""Forms"", ""Most"", ""Beautiful"", ""and"", ""thought"", ""Paul"", ""Gallico"", ""would"", ""have"", ""loved"", ""it"", "".""]","[[3, 6, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Lord"", ""Mord"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""I'm"", ""curious"", ""if"", ""Toisaalla"", ""by"", ""Salla"", ""Simukka"", ""lives"", ""up"", ""to"", ""the"", ""hype"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Book"", ""of"", ""Awesome"", ""by"", ""Neil"", ""Pasricha"", "".""]","[[6, 9, ""title""]]"
"[""Could"", ""you"", ""tell"", ""me"", ""who"", ""wrote"", ""The"", ""Narrative"", ""of"", ""Arthur"", ""Gordon"", ""Pym"", ""of"", ""Nantucket"", ""and"", ""Related"", ""Tales"", ""?""]","[[6, 16, ""title""]]"
"[""I"", ""was"", ""reading"", ""Tarp"", ""praeities"", ""ir"", ""ateities"", ""and"", ""wondered"", ""how"", ""translator"", ""Hannah"", ""Arendt,"", ""Arvydas"", ""\u0160liogeris"", ""(Translator)"", ""handled"", ""it"", "".""]","[[3, 6, ""title""], [11, 15, ""author""]]"
